1.344744628151151034e-12,1.370719898059779597e-12
4.594287893269211054e-04,1.202060229843482375e-03
2.410688903182744980e-04,3.083839328610338271e-04
2.078234683722257614e-03,6.363188149407505989e-04
2.569824224337935448e-03,3.635701723396778107e-04
4.663365893065929413e-03,3.201335552148520947e-03
2.782412339001893997e-03,1.481082290410995483e-04
3.061305731534957886e-03,1.620246097445487976e-03
1.207355642691254616e-03,1.737762009724974632e-03
3.811549977399408817e-04,1.044199510943144560e-03
2.329784038010984659e-04,3.465330664766952395e-04
1.230681547895073891e-03,2.650284790433943272e-03
1.747517613694071770e-03,1.879101560916751623e-03
1.168242539279162884e-03,2.220441820099949837e-04
7.873279391787946224e-04,9.303655242547392845e-04
2.572005847468972206e-03,3.959930734708905220e-03
4.475534893572330475e-03,4.305884009227156639e-03
1.884028548374772072e-03,1.492989249527454376e-04
7.451139972545206547e-04,4.032426106277853251e-03
4.163202247582376003e-04,2.170700288843363523e-03
4.953998723067343235e-04,7.098148344084620476e-04
1.537219155579805374e-03,2.149635693058371544e-04
3.837433643639087677e-03,9.799655526876449585e-04
4.887773189693689346e-03,5.081878043711185455e-04
5.469035822898149490e-03,4.324563778936862946e-04
5.227625835686922073e-03,8.432115428149700165e-04
2.502099843695759773e-03,3.402977949008345604e-03
2.083525760099291801e-03,2.293166471645236015e-03
5.325010512024164200e-03,2.481413306668400764e-03
4.503073170781135559e-03,1.401775516569614410e-04
4.339739214628934860e-03,1.550248824059963226e-03
5.746507551521062851e-03,1.380808651447296143e-03
6.969411391764879227e-03,1.080578193068504333e-03
1.159939449280500412e-02,4.190656356513500214e-03
1.047434192150831223e-02,1.557949930429458618e-03
1.378744002431631088e-02,3.358900547027587891e-03
1.532665546983480453e-02,3.393071703612804413e-03
1.626678369939327240e-02,2.832614816725254059e-03
1.669376529753208160e-02,1.758080907166004181e-03
1.619236357510089874e-02,2.427008002996444702e-04
1.392529718577861786e-02,1.006457954645156860e-03
1.709244400262832642e-02,3.666616976261138916e-03
1.602885127067565918e-02,1.101665198802947998e-03
1.590567454695701599e-02,5.263872444629669189e-04
1.772738248109817505e-02,2.801286056637763977e-03
1.845650002360343933e-02,2.028752118349075317e-03
1.957802474498748779e-02,1.646259799599647522e-03
2.067518420517444611e-02,1.242507249116897583e-03
1.845410466194152832e-02,2.478986978530883789e-03
1.640109419822691206e-03,2.146623637527225736e-03
7.896107435226423776e-04,5.091114598326368368e-04
1.054493784904478315e-03,3.720358479768204329e-05
1.852942705154417280e-03,1.588648492470381979e-03
7.382240891456587351e-04,3.584404895082132780e-04
4.149731993675215280e-04,1.751037943176908529e-04
1.344999372959135298e-03,2.370662568137033022e-04
7.992219924926741159e-04,1.189455082640053507e-03
6.060123443603349092e-05,1.026736497879029986e-03
2.520868480205537554e-03,2.693980042822660681e-03
3.456333577632905718e-03,2.694897279143335100e-03
3.876866698265077349e-03,2.168333199806513067e-03
2.752916812896730181e-03,8.838267065584826110e-05
3.471808433532716509e-03,1.506778225302679575e-04
7.819896936416617650e-04,1.064983903197570803e-03
1.210424154996871116e-03,1.386691955849519986e-04
1.074662804603568333e-04,2.311578681692481874e-03
1.118014603853224875e-03,3.848950378596699418e-05
1.085792630910874246e-03,3.494682684540749429e-03
8.169570565223702174e-04,1.894423817284406064e-03
7.712477445602425319e-04,5.254256457556047422e-04
1.401388049125672219e-03,1.668566046282640714e-04
5.866578221321097630e-04,8.420580497477195281e-04
8.254228532314292210e-04,2.281680563464769107e-04
2.805848568677903054e-03,2.560730753466487764e-03
1.431957781314850686e-03,1.127607328817240018e-04
4.439307749271384496e-04,7.017116667702785748e-04
3.323248028755179662e-04,6.934695038944491130e-04
1.524820029735564353e-03,1.769283881876616837e-03
4.403711855411537868e-04,1.462817504070700048e-03
3.031428009271620871e-03,3.262838880764319660e-03
3.807647526264182347e-04,6.367585947737106067e-04
4.794085025787361842e-04,2.601579099427916986e-04
1.756821721792221902e-03,3.013042360544213039e-04
1.131568998098374246e-03,1.543148923665284278e-03
9.480035305023185033e-04,2.406410211697219970e-03
2.951128780841819066e-04,5.569896392989895362e-04
9.929975867271415013e-04,6.031400058418429078e-05
1.801106184720992209e-03,3.054574690759190303e-04
9.810133278369895238e-04,4.439793061464941681e-05
2.605105787515639426e-03,5.205790884792796391e-04
2.308188974857329490e-03,9.199785627424725276e-04
2.852126061916350486e-03,7.432063948363057393e-04
1.812423616647719504e-03,1.411000229418278573e-03
4.819715023040779811e-04,2.617432931438089250e-03
1.227489709854125144e-03,1.699307840317479390e-04
2.962051928043364646e-03,8.528205007314673680e-04
3.213564902544020774e-03,5.587450228631413163e-05
1.522012948989868997e-03,5.696795377880335687e-03
2.937831878662110208e-03,6.116596944630146859e-03
5.769924223423004983e-03,7.992573045194149850e-03
4.531846344470978616e-03,5.822363737970591424e-03
4.525066316127777932e-03,4.918215904617682932e-03
3.613394647836686013e-03,3.121814711485058902e-03
2.309584021568299173e-03,9.720533480867751819e-04
1.919669061899186013e-03,2.591561432927838582e-04
4.268688112497330545e-03,2.887239526025951741e-03
5.943742543458939431e-03,3.796733412891627191e-03
3.782727718353272317e-03,9.341379255056389552e-04
3.208880275487900613e-03,3.454329352825871724e-04
3.190838694572449563e-03,2.977749891579159480e-04
1.395673453807831643e-03,2.140464764088391425e-03
3.916659355163575051e-03,9.928070567548283321e-04
2.110932916402817605e-03,1.379086207598446967e-03
1.414046585559845803e-03,1.536329081282018783e-03
2.582133710384369729e-03,1.595783606171616298e-04
1.456455290317536233e-03,1.434138780459760787e-03
1.208939552307129739e-03,1.220434242859481933e-03
1.990837007761002420e-03,1.749539747834122361e-05
1.901254951953888772e-03,2.836541598662742358e-04
1.585082113742829202e-03,3.832066804170600194e-04
1.820863187313080667e-03,1.856999797746547443e-04
1.687535047531128762e-03,2.403094340115777272e-04
2.001867592334748147e-03,3.469194844365128261e-04
2.826073169708252786e-03,9.360997565090664607e-04
5.642455965280533670e-03,3.548685191199184297e-03
6.339878737926483987e-03,4.109088759869337915e-03
3.520884513854981301e-03,1.183632723987103341e-03
1.449999362230301736e-03,1.003797901794313552e-03
6.465104371309281228e-03,4.130272855982185243e-03
8.146726489067078469e-03,5.775199932977558015e-03
8.318991363048554299e-03,5.946038253605366586e-03
9.695666804909706948e-03,7.300082556903363107e-03
7.830039560794831155e-03,5.378850931301713822e-03
7.355951666831971048e-03,4.852481381967664598e-03
9.117309898138047097e-03,6.548470780253411172e-03
8.528043478727341531e-03,5.862909564748407243e-03
7.245463281869889138e-03,4.472515275701881288e-03
9.506019726395607827e-03,6.624641092494130967e-03
1.008799947798252189e-02,7.061704723164440034e-03
6.788355261087418435e-03,3.602587115019560693e-03
5.581361204385758279e-03,2.249317672103644250e-03
4.356862008571625589e-03,8.803989831358202678e-04
5.312473475933075784e-03,1.686964146792889474e-03
6.476820409297943948e-03,2.685704696923495172e-03
4.901294559240342019e-03,9.215464442968376857e-04
5.686459094285965798e-03,1.522161029279232858e-03
7.684302479028702615e-03,3.316048029810191033e-03
8.969915062189103006e-03,4.376578107476235269e-03
5.911947190761566995e-03,1.072263307869435189e-03
5.675797313451767800e-03,6.053251773118981105e-04
6.371953487396241067e-03,1.060795001685620187e-03
5.212270617485047219e-03,3.483971022069445866e-04
6.284487396478653787e-03,9.766369685530670863e-04
7.703074216842652200e-03,2.130338419228793023e-03
6.721616685390473245e-03,8.641639351844795924e-04
6.966815292835236428e-03,8.268463052809246761e-04
6.145798563957215188e-03,2.881647460162631291e-04
5.245354920625687478e-03,8.968329429626456517e-04
3.301557898521406686e-04,7.473446475341899431e-04
9.562242031097428763e-04,2.174883657135071036e-03
5.746948719024674856e-04,1.558288477826880181e-04
2.368295490741731402e-03,3.065035399049537146e-04
3.759974539279939409e-03,5.371884442866015075e-05
4.799494445323945757e-03,5.535181425511820352e-04
5.412274897098542925e-03,1.707514673471452471e-03
5.000004470348359820e-03,3.539180196821672952e-04
5.322256982326509234e-03,1.619821572676302668e-03
5.625860691070558306e-03,2.704946510493771994e-04
2.855585813522340533e-03,4.154543466866014723e-03
2.602079808712007281e-03,2.752085756510494474e-03
3.082359135150911089e-03,6.133593432605249918e-04
4.049668014049531695e-03,2.013344243168832537e-03
4.601145088672639605e-03,9.055386018008010351e-04
