-8.899752590159175358e-11,-7.754609968904196656e-10
-1.642184859349526960e-03,2.208975320399986231e-03
-3.309085165739134027e-03,3.137950552627444267e-04
-4.975858958665924092e-03,7.603380363434553146e-04
-6.642574988934057956e-03,1.429501455277204514e-03
-8.309261690559566205e-03,9.950634557753801346e-04
-9.975936605503221699e-03,2.671305323019623756e-03
-1.164260618673051972e-02,-1.399499131366610527e-03
-1.330927317982222302e-02,6.674865726381540298e-04
-1.497593895856802471e-02,2.250581048429012299e-03
-1.664260533980455037e-02,1.484955660998821259e-03
-1.830927048469682683e-02,3.174190875142812729e-03
-1.997593594775329967e-02,2.590680494904518127e-03
-2.164260102334553820e-02,-4.791943356394767761e-04
-2.330926618056146024e-02,6.892969831824302673e-04
-2.497593128381152966e-02,1.287781633436679840e-03
-2.664259632542334555e-02,2.840127795934677124e-03
-2.830926141606705110e-02,2.732293680310249329e-03
-2.997592651894187901e-02,1.610863953828811646e-03
-3.164259346001469658e-02,-3.468645736575126648e-04
-3.330925861902313961e-02,2.632451243698596954e-03
-3.497592363991693099e-02,4.911860451102256775e-04
-3.664258869328770873e-02,-7.359012961387634277e-04
-3.830925372564444875e-02,-1.598336733877658844e-03
-3.997591884023496411e-02,-3.755819052457809448e-04
-4.164258393178229406e-02,1.678497530519962311e-03
-4.330924897019877706e-02,7.751043885946273804e-04
-4.497591406404492786e-02,2.111935988068580627e-03
-4.664257915941855820e-02,2.214962616562843323e-03
-4.830924420075462244e-02,1.112001016736030579e-03
-4.997590933087889958e-02,2.198033034801483154e-03
-5.164257425633907161e-02,-2.790326252579689026e-03
-5.330923947622882852e-02,3.113485872745513916e-04
-5.497590449739371554e-02,8.153840899467468262e-04
-5.664256959231531857e-02,-1.202454790472984314e-03
-5.830923473521359285e-02,1.177789643406867981e-03
-5.997589973720823114e-02,-1.103729009628295898e-03
-6.164256480591753101e-02,4.679001867771148682e-04
-6.330922991302855019e-02,4.662275314331054688e-04
-6.497589496346020677e-02,9.422693401575088501e-04
-6.664256008639964091e-02,8.536465466022491455e-04
-6.830922508417219818e-02,-2.287229523062705994e-03
-6.997589024992953433e-02,-3.156419843435287476e-04
-7.164255530960557394e-02,1.797955483198165894e-03
-7.330922028180826555e-02,-4.495959728956222534e-04
-7.497588544203324934e-02,7.748864591121673584e-04
-7.664255052380017363e-02,2.743270248174667358e-03
-7.830921561142963061e-02,1.706825569272041321e-03
-7.997588067962267677e-02,-9.738523513078689575e-04
-8.164254575847250395e-02,-2.698067575693130493e-03
-8.250869379844516516e-02,7.256316952407360077e-03
-8.044754038564860821e-02,1.088102394714951515e-02
-7.865063333883881569e-02,1.160864648409187794e-02
-7.875871460419148207e-02,1.102536893449723721e-02
-7.679089845623821020e-02,9.848923829849809408e-03
-7.964057772187516093e-02,8.404074891586787999e-03
-8.081699226750060916e-02,6.837776374595705420e-03
-7.889770204201340675e-02,5.216526198637438938e-03
-7.816932478453963995e-02,3.570409260646556504e-03
-8.301901002414524555e-02,1.913040354338590987e-03
-8.336382012930698693e-02,2.505803765870950883e-04
-8.404847781639546156e-02,-1.414183328620310931e-03
-8.103209594264626503e-02,-3.079989403317995311e-03
-7.802398595958948135e-02,-4.746266873922877494e-03
-7.708889432251453400e-02,-6.412759624993213947e-03
-8.032732945866882801e-02,-8.079347852159912691e-03
-7.930305541958659887e-02,-9.745976929384170262e-03
-8.013120247051119804e-02,-1.141262574639245742e-02
-7.967374217696487904e-02,-1.307928339968045250e-02
-7.901466160546988249e-02,-1.474594521190142338e-02
-7.870427612215280533e-02,-1.641260950088863080e-02
-7.958581940329167992e-02,-1.807927404315290421e-02
-7.744210821692831814e-02,-1.974593869306155713e-02
-8.122702094260603189e-02,-2.141260365878439736e-02
-8.067844627657905221e-02,-2.307926861654017309e-02
-7.937185000628232956e-02,-2.474593372629206242e-02
-8.309574046870693564e-02,-2.641259879324558968e-02
-8.065784152131527662e-02,-2.807926387429500459e-02
-8.302736771292984486e-02,-2.974592897909652395e-02
-8.180489297956228256e-02,-3.141259401330048773e-02
-8.324069203808903694e-02,-3.307925909431540940e-02
-8.153746882453560829e-02,-3.474592420389524539e-02
-8.140462636947631836e-02,-3.641258928280522583e-02
-7.908016908913850784e-02,-3.807925433030955736e-02
